file,width,height,name,class,xmin,ymin,xmax,ymax
IMG_1104.jpg,1080,1440,Yol Ver (Yield),25,9,638,65,701
IMG_5623.jpg,1440,1080,Yayalar (Pedestrians),23,461,489,495,522
IMG_5623.jpg,1440,1080,30km_h Hiz Limiti (Speed limit),1,463,515,495,546
IMG_5623.jpg,1440,1080,Yayalar (Pedestrians),23,980,434,1024,471
IMG_5623.jpg,1440,1080,30km_h Hiz Limiti (Speed limit),1,984,468,1020,502
IMG_1243.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,650,449,756,542
IMG_0975.jpg,1080,1440,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,655,508,694,546
IMG_1086.jpg,1080,1440,60km_h Hiz Limiti (Speed limit),3,557,695,582,721
IMG_1086.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,583,694,610,721
IMG_1086.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,610,694,636,721
IMG_0836.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,608,608,682,674
IMG_2035.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,638,575,713,640
IMG_5412.jpg,1440,1080,60km_h Hiz Limiti (Speed limit),3,1055,445,1102,495
IMG_1741.jpg,1080,1440,Duz veya Sola Gidis (Go straight or left),10,84,681,105,705
IMG_1741.jpg,1080,1440,Soldan Gidiniz (Keep left),21,309,698,324,716
IMG_1541.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,148,562,213,629
IMG_5848.jpg,1440,1080,Engebeli Yol (Bumpy road),11,1046,403,1109,452
IMG_1279.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,686,620,763,688
IMG_5405.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,643,464,670,488
IMG_5405.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,858,465,883,488
IMG_1774.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,144,715,163,737
IMG_1774.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,461,673,511,719
IMG_1774.jpg,1080,1440,70km_h Hiz Limiti (Speed limit),4,470,712,506,748
IMG_5401.jpg,1440,1080,Oncelikli Yol (Priority road),17,606,447,638,475
IMG_5401.jpg,1440,1080,Oncelikli Yol (Priority road),17,1186,439,1222,471
IMG_1025.jpg,1080,1440,U Donusu (U-turn),27,266,607,347,691
IMG_1025.jpg,1080,1440,Yaya Gecidi (Crosswalk),33,427,568,484,623
IMG_1836.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,423,711,485,769
IMG_1836.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,549,746,591,783
IMG_1836.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,733,772,750,788
IMG_1254.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,514,525,630,624
IMG_1561.jpg,1080,1440,Soldan Gidiniz (Keep left),21,754,501,804,553
IMG_5766.jpg,1440,1080,Dur (Stop),8,435,481,521,563
IMG_5766.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,609,543,630,566
IMG_5766.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,1197,520,1226,548
IMG_5766.jpg,1440,1080,Dur (Stop),8,1309,349,1418,450
IMG_1021.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,695,595,747,646
IMG_1021.jpg,1080,1440,U Donusu (U-turn),27,701,639,741,676
IMG_5604.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,514,467,561,519
IMG_1504.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,835,590,970,709
IMG_1376.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,485,561,542,607
IMG_1175.jpg,1080,1440,Trafik Isiklari (Traffic signals),22,761,422,850,506
IMG_0905.jpg,1080,1440,Soldan Gidiniz (Keep left),21,596,552,643,600
IMG_1701.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,407,593,454,640
IMG_5725.jpg,1440,1080,Okul Gecidi (School passing),37,350,342,405,398
IMG_5725.jpg,1440,1080,30km_h Hiz Limiti (Speed limit),1,353,393,399,437
IMG_5725.jpg,1440,1080,Sagdan Gidiniz (Keep right),19,393,394,441,441
IMG_5725.jpg,1440,1080,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,889,395,929,432
IMG_5796.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,425,441,467,480
IMG_5642.jpg,1440,1080,Duraklamak ve Parketmek Yasaktir (No stoping and parking),34,851,525,874,545
IMG_1239.jpg,1080,1440,Yaya Gecidi (Crosswalk),33,561,661,592,686
IMG_1239.jpg,1080,1440,Yol Daralmasi (Road narrowing),40,549,687,590,724
IMG_1239.jpg,1080,1440,Gecis Yasagi (No passing),13,553,723,581,754
IMG_1239.jpg,1080,1440,Engebeli Yol (Bumpy road),11,913,714,935,738
IMG_1239.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,912,733,931,751
IMG_5292.jpg,1440,1080,Engebeli Yol (Bumpy road),11,834,458,878,495
IMG_1957.jpg,1080,1440,Sola Surekli Tehlikeli Viraj (Double curve-Right),36,663,539,780,635
IMG_5313.jpg,1440,1080,EDS,38,1053,475,1081,506
IMG_5230.jpg,1440,1080,Duz veya Sola Gidis (Go straight or left),10,388,467,428,510
IMG_5230.jpg,1440,1080,70km_h Hiz Limiti (Speed limit),4,610,506,628,526
IMG_1287.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,420,613,465,652
IMG_1287.jpg,1080,1440,Egimli Yol (Slop),39,425,648,459,676
IMG_1372.jpg,1080,1440,Saga Surekli Tehlikeli Viraj (Double curve-Right),15,545,470,604,526
IMG_5269.jpg,1440,1080,60km_h Hiz Limiti (Speed limit),3,933,482,963,511
IMG_1003.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,628,416,763,530
IMG_5713.jpg,1440,1080,Dur (Stop),8,1006,452,1045,490
IMG_1678.jpg,1080,1440,Ehli Hayvan Gecebilir (Animal crossing),32,639,653,718,728
IMG_1330.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,535,539,570,575
IMG_1635.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,430,613,482,669
IMG_5428.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,360,444,413,494
IMG_5428.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,888,450,938,498
IMG_5428.jpg,1440,1080,U Donusu (U-turn),27,899,492,925,519
IMG_5448.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,526,428,568,471
IMG_5448.jpg,1440,1080,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,850,444,886,483
IMG_5246.jpg,1440,1080,Trafik Isiklari (Traffic signals),22,370,492,421,541
IMG_1813.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,533,588,612,665
IMG_1966.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,359,688,446,760
IMG_5779.jpg,1440,1080,Okul Gecidi (School passing),37,1237,304,1297,358
IMG_5779.jpg,1440,1080,30km_h Hiz Limiti (Speed limit),1,1243,356,1293,399
IMG_1018.jpg,1080,1440,Sagdan Ana Yola Giris (Entry from Right to Main Road),41,165,430,295,552
IMG_5507.jpg,1440,1080,Oncelikli Yol (Priority road),17,489,472,518,498
IMG_5507.jpg,1440,1080,Oncelikli Yol (Priority road),17,957,470,983,498
IMG_1116.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,539,557,638,648
IMG_1006.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,634,470,706,530
IMG_5648.jpg,1440,1080,Yol Ver (Yield),25,553,480,584,514
IMG_1396.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,737,689,809,757
IMG_1028.jpg,1080,1440,Dur (Stop),8,600,579,633,620
IMG_0885.jpg,1080,1440,90km_h Hiz Limiti (Speed limit),5,715,601,776,662
IMG_5778.jpg,1440,1080,Okul Gecidi (School passing),37,1032,348,1070,385
IMG_5778.jpg,1440,1080,30km_h Hiz Limiti (Speed limit),1,1035,379,1066,409
IMG_1024.jpg,1080,1440,U Donusu (U-turn),27,458,640,512,698
IMG_1024.jpg,1080,1440,Yaya Gecidi (Crosswalk),33,548,599,589,641
IMG_5756.jpg,1440,1080,Engebeli Yol (Bumpy road),11,493,496,545,547
IMG_1102.jpg,1080,1440,Oncelikli Yol (Priority road),17,125,858,154,889
IMG_1102.jpg,1080,1440,Oncelikli Yol (Priority road),17,462,811,505,853
IMG_2005.jpg,1080,1440,Sola Surekli Tehlikeli Viraj (Double curve-Right),36,471,587,580,678
IMG_2005.jpg,1080,1440,Gecis Yasagi (No passing),13,493,670,574,744
IMG_2016.jpg,1080,1440,Saga Tehlikeli Viraj (Dangerous curve to the right),18,407,511,488,583
IMG_2016.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,414,578,490,649
IMG_0829.jpg,1080,1440,Egimli Yol (Slop),39,665,589,743,655
IMG_1463.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,502,567,555,612
IMG_1463.jpg,1080,1440,Dur (Stop),8,698,568,741,612
IMG_1593.jpg,1080,1440,Sola Surekli Tehlikeli Viraj (Double curve-Right),36,722,967,744,991
IMG_1593.jpg,1080,1440,Egimli Yol (Slop),39,806,948,858,996
IMG_2004.jpg,1080,1440,Gecis Yasagi Sonu (End of no passing),12,895,252,1080,465
IMG_1749.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,110,680,133,703
IMG_1749.jpg,1080,1440,Yaya Gecidi (Crosswalk),33,464,637,499,672
IMG_0688.jpg,1440,1080,Duz veya Saga Gidis (Go straight or right),9,1143,439,1186,489
IMG_20171217_150321.jpg,1440,1080,Ehli Hayvan Gecebilir (Animal crossing),32,708,347,751,389
IMG_0972.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,591,524,694,611
IMG_1486.jpg,1080,1440,Sagdan Gidiniz (Keep right),19,399,515,467,590
IMG_2344.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,3,517,59,572
IMG_2344.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,639,525,687,570
IMG_1684.jpg,1080,1440,EDS,38,625,569,678,619
IMG_5492.jpg,1440,1080,Oncelikli Yol (Priority road),17,283,396,359,457
IMG_1664.jpg,1080,1440,EDS,38,487,644,514,669
IMG_0797.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,529,565,594,624
IMG_0706.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,628,668,650,692
IMG_0706.jpg,1080,1440,Dur (Stop),8,686,660,734,707
IMG_1918.jpg,1080,1440,Sola Tehlikeli Viraj (Dangerous curve to the left),20,647,645,717,708
IMG_1439.jpg,1080,1440,Buzlanma (Beware of ice/snow),7,252,580,357,676
IMG_2402.jpg,1080,1440,Gecis Yasagi (No passing),13,163,479,239,548
IMG_2402.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,187,569,258,632
IMG_0726.jpg,1080,1440,50km_h Hiz Limiti (Speed limit),2,519,749,587,815
IMG_0741.jpg,1080,1440,Trafik Isiklari (Traffic signals),22,26,600,139,693
IMG_0741.jpg,1080,1440,Trafik Isiklari (Traffic signals),22,705,621,774,682
IMG_5244.jpg,1440,1080,70km_h Hiz Limiti (Speed limit),4,277,482,326,536
IMG_5244.jpg,1440,1080,60km_h Hiz Limiti (Speed limit),3,911,467,963,517
IMG_1215.jpg,1080,1440,Bir Sonraki Kavsakta Gecis Hakki (Right-of-way at the next intersection),6,508,578,559,631
IMG_1782.jpg,1080,1440,Engebeli Yol (Bumpy road),11,478,751,506,779
IMG_5802.jpg,1440,1080,Dur (Stop),8,323,500,347,524
